        Tracepoints 
                      Tracepoint Locations 
Frame CG          x =      2.800   y =      1.850 
Tire Center       x =      0.600   y =      0.500 

                        Joint a               Joint b              Frame CG            Tire Center      
Input (deg)          ax        ay          bx         by        X          Y          X          Y     
-1.297,             3.653,      0.983,      3.657,     -1.524,      3.849,     -0.011,      2.864,     -2.397
-1.435,             3.653,      0.974,      3.674,     -1.533,      3.855,     -0.018,      2.887,     -2.411
-1.574,             3.652,      0.965,      3.691,     -1.541,      3.862,     -0.026,      2.910,     -2.425
-1.712,             3.652,      0.957,      3.708,     -1.550,      3.869,     -0.033,      2.933,     -2.438
-1.851,             3.652,      0.948,      3.725,     -1.558,      3.875,     -0.040,      2.956,     -2.452
-1.989,             3.652,      0.939,      3.742,     -1.566,      3.881,     -0.047,      2.978,     -2.465
-2.127,             3.651,      0.931,      3.759,     -1.574,      3.888,     -0.054,      3.001,     -2.478
-2.266,             3.651,      0.922,      3.775,     -1.582,      3.894,     -0.061,      3.024,     -2.492
-2.404,             3.651,      0.913,      3.792,     -1.590,      3.901,     -0.068,      3.047,     -2.504
-2.542,             3.650,      0.904,      3.809,     -1.597,      3.907,     -0.075,      3.070,     -2.517
-2.681,             3.650,      0.896,      3.825,     -1.605,      3.913,     -0.082,      3.093,     -2.530
-2.819,             3.649,      0.887,      3.842,     -1.612,      3.920,     -0.089,      3.116,     -2.542
-2.958,             3.649,      0.878,      3.859,     -1.620,      3.926,     -0.096,      3.139,     -2.554
-3.096,             3.649,      0.870,      3.875,     -1.627,      3.932,     -0.103,      3.162,     -2.567
-3.234,             3.648,      0.861,      3.892,     -1.634,      3.938,     -0.110,      3.185,     -2.578
-3.373,             3.648,      0.852,      3.908,     -1.641,      3.944,     -0.116,      3.208,     -2.590
-3.511,             3.647,      0.844,      3.924,     -1.648,      3.950,     -0.123,      3.231,     -2.602
-3.650,             3.646,      0.835,      3.941,     -1.655,      3.956,     -0.130,      3.253,     -2.613
-3.788,             3.646,      0.826,      3.957,     -1.661,      3.962,     -0.136,      3.276,     -2.625
-3.926,             3.645,      0.817,      3.973,     -1.668,      3.968,     -0.143,      3.299,     -2.636
-4.065,             3.645,      0.809,      3.989,     -1.674,      3.974,     -0.149,      3.321,     -2.647
-4.203,             3.644,      0.800,      4.005,     -1.681,      3.980,     -0.156,      3.344,     -2.657
-4.341,             3.643,      0.791,      4.021,     -1.687,      3.985,     -0.162,      3.367,     -2.668
-4.480,             3.643,      0.783,      4.037,     -1.693,      3.991,     -0.168,      3.389,     -2.679
-4.618,             3.642,      0.774,      4.053,     -1.699,      3.997,     -0.175,      3.412,     -2.689
-4.757,             3.641,      0.765,      4.069,     -1.705,      4.002,     -0.181,      3.434,     -2.699
-4.895,             3.641,      0.757,      4.085,     -1.711,      4.008,     -0.187,      3.456,     -2.709
-5.033,             3.640,      0.748,      4.100,     -1.716,      4.013,     -0.194,      3.479,     -2.719
-5.172,             3.639,      0.739,      4.116,     -1.722,      4.019,     -0.200,      3.501,     -2.728
-5.310,             3.638,      0.731,      4.131,     -1.727,      4.024,     -0.206,      3.523,     -2.738
-5.449,             3.637,      0.722,      4.147,     -1.733,      4.030,     -0.212,      3.545,     -2.747
-5.587,             3.637,      0.713,      4.162,     -1.738,      4.035,     -0.218,      3.567,     -2.757
-5.725,             3.636,      0.705,      4.177,     -1.743,      4.040,     -0.224,      3.589,     -2.766
-5.864,             3.635,      0.696,      4.192,     -1.748,      4.045,     -0.230,      3.611,     -2.775
-6.002,             3.634,      0.687,      4.207,     -1.753,      4.051,     -0.236,      3.633,     -2.783
-6.140,             3.633,      0.679,      4.222,     -1.758,      4.056,     -0.242,      3.655,     -2.792
-6.279,             3.632,      0.670,      4.237,     -1.763,      4.061,     -0.248,      3.676,     -2.800
-6.417,             3.631,      0.661,      4.252,     -1.768,      4.066,     -0.254,      3.698,     -2.809
-6.556,             3.630,      0.653,      4.267,     -1.772,      4.071,     -0.260,      3.719,     -2.817
-6.694,             3.629,      0.644,      4.282,     -1.777,      4.075,     -0.265,      3.741,     -2.825
-6.832,             3.628,      0.635,      4.296,     -1.781,      4.080,     -0.271,      3.762,     -2.833
-6.971,             3.627,      0.627,      4.311,     -1.785,      4.085,     -0.277,      3.783,     -2.840
-7.109,             3.626,      0.618,      4.325,     -1.790,      4.090,     -0.283,      3.804,     -2.848
-7.248,             3.625,      0.609,      4.339,     -1.794,      4.094,     -0.288,      3.825,     -2.855
-7.386,             3.624,      0.601,      4.353,     -1.798,      4.099,     -0.294,      3.846,     -2.863
-7.524,             3.623,      0.592,      4.367,     -1.802,      4.104,     -0.300,      3.867,     -2.870
-7.663,             3.622,      0.583,      4.381,     -1.806,      4.108,     -0.305,      3.888,     -2.877
-7.801,             3.620,      0.575,      4.395,     -1.809,      4.112,     -0.311,      3.909,     -2.884
-7.940,             3.619,      0.566,      4.409,     -1.813,      4.117,     -0.316,      3.929,     -2.891
-8.078,             3.618,      0.557,      4.423,     -1.817,      4.121,     -0.322,      3.950,     -2.897
-8.216,             3.617,      0.549,      4.436,     -1.820,      4.125,     -0.327,      3.970,     -2.904
-8.355,             3.615,      0.540,      4.450,     -1.824,      4.130,     -0.333,      3.990,     -2.910
-8.493,             3.614,      0.532,      4.463,     -1.827,      4.134,     -0.338,      4.010,     -2.916
-8.631,             3.613,      0.523,      4.477,     -1.831,      4.138,     -0.343,      4.030,     -2.922
-8.770,             3.612,      0.514,      4.490,     -1.834,      4.142,     -0.349,      4.050,     -2.928
-8.908,             3.610,      0.506,      4.503,     -1.837,      4.146,     -0.354,      4.070,     -2.934
-9.047,             3.609,      0.497,      4.516,     -1.840,      4.150,     -0.359,      4.090,     -2.940
-9.185,             3.608,      0.488,      4.529,     -1.843,      4.154,     -0.365,      4.110,     -2.945
-9.323,             3.606,      0.480,      4.542,     -1.846,      4.157,     -0.370,      4.129,     -2.951
-9.462,             3.605,      0.471,      4.554,     -1.849,      4.161,     -0.375,      4.148,     -2.956
-9.600,             3.603,      0.463,      4.567,     -1.852,      4.165,     -0.380,      4.168,     -2.962
-9.739,             3.602,      0.454,      4.579,     -1.854,      4.168,     -0.386,      4.187,     -2.967
-9.877,             3.600,      0.445,      4.592,     -1.857,      4.172,     -0.391,      4.206,     -2.972
-10.015,             3.599,      0.437,      4.604,     -1.860,      4.175,     -0.396,      4.225,     -2.977
-10.154,             3.597,      0.428,      4.616,     -1.862,      4.179,     -0.401,      4.244,     -2.981
-10.292,             3.596,      0.420,      4.628,     -1.865,      4.182,     -0.406,      4.262,     -2.986
-10.430,             3.594,      0.411,      4.640,     -1.867,      4.185,     -0.411,      4.281,     -2.991
-10.569,             3.593,      0.403,      4.652,     -1.870,      4.189,     -0.416,      4.299,     -2.995
-10.707,             3.591,      0.394,      4.664,     -1.872,      4.192,     -0.421,      4.318,     -2.999
-10.846,             3.589,      0.385,      4.675,     -1.874,      4.195,     -0.426,      4.336,     -3.004
-10.984,             3.588,      0.377,      4.687,     -1.876,      4.198,     -0.431,      4.354,     -3.008
-11.122,             3.586,      0.368,      4.698,     -1.878,      4.201,     -0.436,      4.372,     -3.012
-11.261,             3.584,      0.360,      4.709,     -1.880,      4.204,     -0.441,      4.390,     -3.016
-11.399,             3.583,      0.351,      4.721,     -1.883,      4.207,     -0.446,      4.408,     -3.020
-11.538,             3.581,      0.343,      4.732,     -1.884,      4.210,     -0.451,      4.425,     -3.023
-11.676,             3.579,      0.334,      4.743,     -1.886,      4.213,     -0.456,      4.443,     -3.027
-11.814,             3.577,      0.326,      4.754,     -1.888,      4.215,     -0.461,      4.460,     -3.031
-11.953,             3.576,      0.317,      4.764,     -1.890,      4.218,     -0.466,      4.477,     -3.034
-12.091,             3.574,      0.309,      4.775,     -1.892,      4.221,     -0.471,      4.495,     -3.037
